      0.0000000 5.548027906806152e-21
      0.0610235 2.730938171511363e-03
      0.1220470 4.550748843516414e-03
      0.1830706 6.981165784886625e-03
      0.2440941 1.135203909103006e-02
      0.3051176 1.397774689367797e-02
      0.3661411 1.411368402152566e-02
      0.4271647 1.528166267640960e-02
      0.4881882 1.735498859122245e-02
      0.5492117 2.020609071312921e-02
      0.6102352 2.307153617471910e-02
      0.6712588 2.374522307963505e-02
      0.7322823 2.463268081253593e-02
      0.7933058 2.529805218242374e-02
      0.8543293 2.745910970480389e-02
      0.9153529 2.815680329391007e-02
      0.9763764 2.667104403423373e-02
      1.0373999 2.597592815186169e-02
      1.0984234 2.722983769185503e-02
      1.1594470 2.715743131940485e-02
      1.2204705 2.602513450077159e-02
      1.2814940 2.818052116128995e-02
      1.3425175 3.169783973742217e-02
      1.4035411 3.323786658988450e-02
      1.4645646 3.438176813407565e-02
      1.5255881 3.605808256515498e-02
      1.5866116 3.589421063631307e-02
      1.6476351 3.511922291818106e-02
      1.7086587 3.457253925830647e-02
      1.7696822 3.233860626847101e-02
      1.8307057 3.264623768730242e-02
      1.8917292 3.409462192039380e-02
      1.9527528 3.510676138163830e-02
      2.0137763 3.515171679073123e-02
      2.0747998 3.637373859499180e-02
      2.1358233 3.813752525379118e-02
      2.1968469 4.403822338454055e-02
      2.2578704 4.272178236574867e-02
      2.3188939 4.355441244935437e-02
      2.3799174 4.283039477932451e-02
      2.4409410 4.489861686895238e-02
      2.5019645 4.884018983702818e-02
      2.5629880 5.666216467505025e-02
      2.6240115 6.035342080715422e-02
      2.6850351 5.625423641650490e-02
      2.7460586 5.462457244158692e-02
      2.8070821 5.536463588931429e-02
      2.8681056 5.656487627251362e-02
      2.9291292 5.746962623981730e-02
      2.9901527 5.610173137182923e-02
      3.0511762 5.454701239485088e-02
      3.1121997 5.435769334146200e-02
      3.1732232 5.404330028244381e-02
      3.2342468 5.258036356103557e-02
      3.2952703 5.042629835999235e-02
      3.3562938 4.758332020595154e-02
      3.4173173 4.490181556355443e-02
      3.4783409 4.577324698938103e-02
      3.5393644 4.679086765495061e-02
      3.6003879 4.718340641239066e-02
      3.6614114 4.737132682584529e-02
      3.7224350 4.770514491237440e-02
      3.7834585 4.926636341304894e-02
      3.8444820 5.187568412912797e-02
      3.9055055 5.556447707698958e-02
      3.9665291 5.792609759336236e-02
      4.0275526 5.888063662579626e-02
      4.0885761 5.951327106624082e-02
      4.1495996 6.053114674867179e-02
      4.2106232 6.086440488777205e-02
      4.2716467 6.040974601662479e-02
      4.3326702 6.030709912431651e-02
      4.3936937 6.067910813508883e-02
      4.4547173 6.082885511213480e-02
      4.5157408 5.799958443435290e-02
      4.5767643 5.738085662337158e-02
      4.6377878 5.714606058488941e-02
      4.6988113 5.413950143783083e-02
      4.7598349 5.564253254713599e-02
      4.8208584 5.492554445427619e-02
      4.8818819 5.500154175858821e-02
      4.9429054 5.687883890487397e-02
      5.0039290 5.993908424350450e-02
      5.0649525 6.191421533519903e-02
      5.1259760 6.488270953457524e-02
      5.1869995 6.874938384447721e-02
      5.2480231 7.247457949730718e-02
      5.3090466 7.651098501493599e-02
      5.3700701 7.956263153378158e-02
      5.4310936 8.312206145056809e-02
      5.4921172 8.793629067434956e-02
      5.5531407 9.154590289290092e-02
      5.6141642 9.412508404814401e-02
      5.6751877 9.916747990624787e-02
      5.7362113 1.059363215421179e-01
      5.7972348 1.134584676978849e-01
      5.8582583 1.230848986925539e-01
      5.9192818 1.355451649768053e-01
      5.9803054 1.405768772566948e-01
      6.0413289 1.449979626774738e-01
      6.1023524 1.474540721407481e-01
      6.1633759 1.515558178180691e-01
      6.2243994 1.565126360557167e-01
      6.2854230 1.581471918767305e-01
      6.3464465 1.594780887581075e-01
      6.4074700 1.665313518395936e-01
      6.4684935 1.884720680944101e-01
      6.5295171 1.841425329343983e-01
      6.5905406 1.688692887699463e-01
      6.6515641 1.572464430532598e-01
      6.7125876 1.531673981909018e-01
      6.7736112 1.618312215778827e-01
      6.8346347 1.717970626328250e-01
      6.8956582 1.682670512908184e-01
      6.9566817 1.675619047228853e-01
      7.0177053 1.714716496819597e-01
      7.0787288 1.777369622888639e-01
      7.1397523 1.831182373617214e-01
      7.2007758 1.656484694625251e-01
      7.2617994 1.600035667389336e-01
      7.3228229 1.597595980014376e-01
      7.3838464 1.662020471196664e-01
      7.4448699 1.683635977425622e-01
      7.5058934 1.680776089251673e-01
      7.5669170 1.668297791505478e-01
      7.6279405 1.659606693303715e-01
      7.6889640 1.757301963079553e-01
      7.7499875 1.820287172297398e-01
      7.8110111 1.850704623103562e-01
      7.8720346 1.866188270261770e-01
      7.9330581 1.870533187913349e-01
      7.9940816 1.909448668853358e-01
      8.0551052 1.931276165810075e-01
      8.1161287 1.910385660296990e-01
      8.1771522 1.828060870243209e-01
      8.2381757 1.789314041465998e-01
      8.2991993 1.765736954574686e-01
      8.3602228 1.778433464249754e-01
      8.4212463 1.821038767319092e-01
      8.4822698 1.920886405268772e-01
      8.5432934 1.991546650768187e-01
      8.6043169 2.055792962056454e-01
      8.6653404 2.232365345273826e-01
      8.7263639 2.173381345714981e-01
      8.7873875 2.199446982997406e-01
      8.8484110 2.230387094243983e-01
      8.9094345 2.307405542567861e-01
      8.9704580 2.166507121143426e-01
      9.0314815 2.168255139194903e-01
      9.0925051 2.115760117236282e-01
      9.1535286 2.030837383252291e-01
      9.2145521 1.954356698676169e-01
      9.2755756 1.901147095508001e-01
      9.3365992 1.873299471874765e-01
      9.3976227 1.871872367105939e-01
      9.4586462 1.844225285881639e-01
      9.5196697 1.813946736037179e-01
      9.5806933 1.788828491676592e-01
      9.6417168 1.764409742736622e-01
      9.7027403 1.714547564795760e-01
      9.7637638 1.650542719676685e-01
      9.8247874 1.770786858483241e-01
      9.8858109 1.822740028486660e-01
      9.9468344 1.838810836345374e-01
     10.0078579 1.910873178418159e-01
     10.0688815 1.903727643175774e-01
     10.1299050 1.821400495543299e-01
     10.1909285 1.716963339435561e-01
     10.2519520 1.653686416790249e-01
     10.3129756 1.702753124560088e-01
     10.3739991 1.613354368643401e-01
     10.4350226 1.576094301806424e-01
     10.4960461 1.553111066741129e-01
     10.5570696 1.556333735516830e-01
     10.6180932 1.509875826402046e-01
     10.6791167 1.404756493286326e-01
     10.7401402 1.302440865183995e-01
     10.8011637 1.257802038225355e-01
     10.8621873 1.280722295028012e-01
     10.9232108 1.301968856578256e-01
     10.9842343 1.168724850281153e-01
     11.0452578 1.130775712299008e-01
     11.1062814 1.118029166716659e-01
     11.1673049 1.131779162347990e-01
     11.2283284 1.148292276193355e-01
     11.2893519 1.159538031099421e-01
     11.3503755 1.193348033657581e-01
     11.4113990 1.314523458074744e-01
     11.4724225 1.418370721417231e-01
     11.5334460 1.430183187038334e-01
     11.5944696 1.324198996077529e-01
     11.6554931 1.306645518493880e-01
     11.7165166 1.357511191672771e-01
     11.7775401 1.433979189815462e-01
     11.8385637 1.391921778889937e-01
     11.8995872 1.312346347841649e-01
     11.9606107 1.299464761850662e-01
     12.0216342 1.296568308422753e-01
     12.0826577 1.292101329598102e-01
     12.1436813 1.318552729549063e-01
     12.2047048 1.352922640237642e-01
     12.2657283 1.371680011194817e-01
     12.3267518 1.381479204644132e-01
     12.3877754 1.386307150127781e-01
     12.4487989 1.387074262726631e-01
     12.5098224 1.392773935198314e-01
